session_id,signal_type,value,timestamp
CAD02-stacked1-22,cath_signal,0.51361084,1612311768122
CAD02-stacked1-22,cath_signal,0.51544189,1612311768123
CAD02-stacked1-22,cath_signal,0.51422119,1612311768124
CAD02-stacked1-22,cath_signal,0.51239014,1612311768125
CAD02-stacked1-22,cath_signal,0.51574707,1612311768126
CAD02-stacked1-22,cath_signal,0.51391602,1612311768127
CAD02-stacked1-22,cath_signal,0.51208496,1612311768128
CAD02-stacked1-22,cath_signal,0.51116943,1612311768129
CAD02-stacked1-22,cath_signal,0.51147461,1612311768130
CAD02-stacked1-22,cath_signal,0.51116943,1612311768131
CAD02-stacked1-22,cath_signal,0.51025391,1612311768132
CAD02-stacked1-22,cath_signal,0.51147461,1612311768133
CAD02-stacked1-22,cath_signal,0.51239014,1612311768134
CAD02-stacked1-22,cath_signal,0.50994873,1612311768135
CAD02-stacked1-22,cath_signal,0.51239014,1612311768136
CAD02-stacked1-22,cath_signal,0.51239014,1612311768137
CAD02-stacked1-22,cath_signal,0.51696777,1612311768138
CAD02-stacked1-22,cath_signal,0.51605225,1612311768139
CAD02-stacked1-22,cath_signal,0.51391602,1612311768140
CAD02-stacked1-22,cath_signal,0.519104,1612311768141
CAD02-stacked1-22,cath_signal,0.52276611,1612311768142
CAD02-stacked1-22,cath_signal,0.52459717,1612311768143
CAD02-stacked1-22,cath_signal,0.5255127,1612311768144
CAD02-stacked1-22,cath_signal,0.52490234,1612311768145
CAD02-stacked1-22,cath_signal,0.52886963,1612311768146
CAD02-stacked1-22,cath_signal,0.53253174,1612311768147
CAD02-stacked1-22,cath_signal,0.53527832,1612311768148
CAD02-stacked1-22,cath_signal,0.53924561,1612311768149
CAD02-stacked1-22,cath_signal,0.54077148,1612311768150
CAD02-stacked1-22,cath_signal,0.54351807,1612311768151
CAD02-stacked1-22,cath_signal,0.54870605,1612311768152
CAD02-stacked1-22,cath_signal,0.54992676,1612311768153
CAD02-stacked1-22,cath_signal,0.55725098,1612311768154
CAD02-stacked1-22,cath_signal,0.56091309,1612311768155
CAD02-stacked1-22,cath_signal,0.5645752,1612311768156
CAD02-stacked1-22,cath_signal,0.56884766,1612311768157
CAD02-stacked1-22,cath_signal,0.5758667,1612311768158
CAD02-stacked1-22,cath_signal,0.57952881,1612311768159
CAD02-stacked1-22,cath_signal,0.58746338,1612311768160
CAD02-stacked1-22,cath_signal,0.59143066,1612311768161
CAD02-stacked1-22,cath_signal,0.59783936,1612311768162
CAD02-stacked1-22,cath_signal,0.60424805,1612311768163
CAD02-stacked1-22,cath_signal,0.61157227,1612311768164
CAD02-stacked1-22,cath_signal,0.62225342,1612311768165
CAD02-stacked1-22,cath_signal,0.62774658,1612311768166
CAD02-stacked1-22,cath_signal,0.6362915,1612311768167
CAD02-stacked1-22,cath_signal,0.64544678,1612311768168
CAD02-stacked1-22,cath_signal,0.65612793,1612311768169
CAD02-stacked1-22,cath_signal,0.66680908,1612311768170
CAD02-stacked1-22,cath_signal,0.67687988,1612311768171
CAD02-stacked1-22,cath_signal,0.68695068,1612311768172
CAD02-stacked1-22,cath_signal,0.70159912,1612311768173
CAD02-stacked1-22,cath_signal,0.7119751,1612311768174
CAD02-stacked1-22,cath_signal,0.72143555,1612311768175
CAD02-stacked1-22,cath_signal,0.73516846,1612311768176
CAD02-stacked1-22,cath_signal,0.74493408,1612311768177
CAD02-stacked1-22,cath_signal,0.75500488,1612311768178
CAD02-stacked1-22,cath_signal,0.76721191,1612311768179
CAD02-stacked1-22,cath_signal,0.77880859,1612311768180
CAD02-stacked1-22,cath_signal,0.78918457,1612311768181
CAD02-stacked1-22,cath_signal,0.79925537,1612311768182
CAD02-stacked1-22,cath_signal,0.80963135,1612311768183
CAD02-stacked1-22,cath_signal,0.81939697,1612311768184
CAD02-stacked1-22,cath_signal,0.8291626,1612311768185
CAD02-stacked1-22,cath_signal,0.83648682,1612311768186
CAD02-stacked1-22,cath_signal,0.84594727,1612311768187
CAD02-stacked1-22,cath_signal,0.85235596,1612311768188
CAD02-stacked1-22,cath_signal,0.86029053,1612311768189
CAD02-stacked1-22,cath_signal,0.86761475,1612311768190
CAD02-stacked1-22,cath_signal,0.87280273,1612311768191
CAD02-stacked1-22,cath_signal,0.87585449,1612311768192
CAD02-stacked1-22,cath_signal,0.87921143,1612311768193
CAD02-stacked1-22,cath_signal,0.88409424,1612311768194
CAD02-stacked1-22,cath_signal,0.88897705,1612311768195
CAD02-stacked1-22,cath_signal,0.89263916,1612311768196
CAD02-stacked1-22,cath_signal,0.89447021,1612311768197
CAD02-stacked1-22,cath_signal,0.89691162,1612311768198
CAD02-stacked1-22,cath_signal,0.89660645,1612311768199
CAD02-stacked1-22,cath_signal,0.89782715,1612311768200
CAD02-stacked1-22,cath_signal,0.89569092,1612311768201
CAD02-stacked1-22,cath_signal,0.89660645,1612311768202
CAD02-stacked1-22,cath_signal,0.89813232,1612311768203
CAD02-stacked1-22,cath_signal,0.89904785,1612311768204
CAD02-stacked1-22,cath_signal,0.89569092,1612311768205
CAD02-stacked1-22,cath_signal,0.89538574,1612311768206
CAD02-stacked1-22,cath_signal,0.89080811,1612311768207
CAD02-stacked1-22,cath_signal,0.89141846,1612311768208
CAD02-stacked1-22,cath_signal,0.88806152,1612311768209
CAD02-stacked1-22,cath_signal,0.89019775,1612311768210
CAD02-stacked1-22,cath_signal,0.89019775,1612311768211
CAD02-stacked1-22,cath_signal,0.88928223,1612311768212
CAD02-stacked1-22,cath_signal,0.89324951,1612311768213
CAD02-stacked1-22,cath_signal,0.89202881,1612311768214
CAD02-stacked1-22,cath_signal,0.89630127,1612311768215
CAD02-stacked1-22,cath_signal,0.89477539,1612311768216
CAD02-stacked1-22,cath_signal,0.89538574,1612311768217
CAD02-stacked1-22,cath_signal,0.89782715,1612311768218
CAD02-stacked1-22,cath_signal,0.90148926,1612311768219
CAD02-stacked1-22,cath_signal,0.90270996,1612311768220
CAD02-stacked1-22,cath_signal,0.90545654,1612311768221
CAD02-stacked1-22,cath_signal,0.9072876,1612311768222
CAD02-stacked1-22,cath_signal,0.90789795,1612311768223
CAD02-stacked1-22,cath_signal,0.91247559,1612311768224
CAD02-stacked1-22,cath_signal,0.9161377,1612311768225
CAD02-stacked1-22,cath_signal,0.91918945,1612311768226
CAD02-stacked1-22,cath_signal,0.92163086,1612311768227
CAD02-stacked1-22,cath_signal,0.92376709,1612311768228
CAD02-stacked1-22,cath_signal,0.92498779,1612311768229
CAD02-stacked1-22,cath_signal,0.93078613,1612311768230
CAD02-stacked1-22,cath_signal,0.93078613,1612311768231
CAD02-stacked1-22,cath_signal,0.93536377,1612311768232
CAD02-stacked1-22,cath_signal,0.93902588,1612311768233
CAD02-stacked1-22,cath_signal,0.94146729,1612311768234
CAD02-stacked1-22,cath_signal,0.94543457,1612311768235
CAD02-stacked1-22,cath_signal,0.95336914,1612311768236
CAD02-stacked1-22,cath_signal,0.95489502,1612311768237
CAD02-stacked1-22,cath_signal,0.96038818,1612311768238
CAD02-stacked1-22,cath_signal,0.96374512,1612311768239
CAD02-stacked1-22,cath_signal,0.96740723,1612311768240
CAD02-stacked1-22,cath_signal,0.97442627,1612311768241
CAD02-stacked1-22,cath_signal,0.97900391,1612311768242
CAD02-stacked1-22,cath_signal,0.98510742,1612311768243
CAD02-stacked1-22,cath_signal,0.98846436,1612311768244
CAD02-stacked1-22,cath_signal,0.99273682,1612311768245
CAD02-stacked1-22,cath_signal,1.00219727,1612311768246
CAD02-stacked1-22,cath_signal,1.0055542,1612311768247
CAD02-stacked1-22,cath_signal,1.00952148,1612311768248
CAD02-stacked1-22,cath_signal,1.0144043,1612311768249
CAD02-stacked1-22,cath_signal,1.01898193,1612311768250
CAD02-stacked1-22,cath_signal,1.0244751,1612311768251
CAD02-stacked1-22,cath_signal,1.02874756,1612311768252
CAD02-stacked1-22,cath_signal,1.02966309,1612311768253
CAD02-stacked1-22,cath_signal,1.03271484,1612311768254
CAD02-stacked1-22,cath_signal,1.03546143,1612311768255
CAD02-stacked1-22,cath_signal,1.03729248,1612311768256
CAD02-stacked1-22,cath_signal,1.03973389,1612311768257
CAD02-stacked1-22,cath_signal,1.04370117,1612311768258
CAD02-stacked1-22,cath_signal,1.04766846,1612311768259
CAD02-stacked1-22,cath_signal,1.05041504,1612311768260
CAD02-stacked1-22,cath_signal,1.05438232,1612311768261
CAD02-stacked1-22,cath_signal,1.05499268,1612311768262
CAD02-stacked1-22,cath_signal,1.06048584,1612311768263
CAD02-stacked1-22,cath_signal,1.06140137,1612311768264
CAD02-stacked1-22,cath_signal,1.06414795,1612311768265
CAD02-stacked1-22,cath_signal,1.0647583,1612311768266
CAD02-stacked1-22,cath_signal,1.06964111,1612311768267
CAD02-stacked1-22,cath_signal,1.07147217,1612311768268
CAD02-stacked1-22,cath_signal,1.07177734,1612311768269
CAD02-stacked1-22,cath_signal,1.07452393,1612311768270
CAD02-stacked1-22,cath_signal,1.07818604,1612311768271
CAD02-stacked1-22,cath_signal,1.08001709,1612311768272
CAD02-stacked1-22,cath_signal,1.0824585,1612311768273
CAD02-stacked1-22,cath_signal,1.08306885,1612311768274
CAD02-stacked1-22,cath_signal,1.08673096,1612311768275
CAD02-stacked1-22,cath_signal,1.08917236,1612311768276
CAD02-stacked1-22,cath_signal,1.09130859,1612311768277
CAD02-stacked1-22,cath_signal,1.09344482,1612311768278
CAD02-stacked1-22,cath_signal,1.09527588,1612311768279
CAD02-stacked1-22,cath_signal,1.09680176,1612311768280
CAD02-stacked1-22,cath_signal,1.09710693,1612311768281
CAD02-stacked1-22,cath_signal,1.09771729,1612311768282
CAD02-stacked1-22,cath_signal,1.10046387,1612311768283
CAD02-stacked1-22,cath_signal,1.10076904,1612311768284
CAD02-stacked1-22,cath_signal,1.10290527,1612311768285
CAD02-stacked1-22,cath_signal,1.10168457,1612311768286
CAD02-stacked1-22,cath_signal,1.10351562,1612311768287
CAD02-stacked1-22,cath_signal,1.10565186,1612311768288
CAD02-stacked1-22,cath_signal,1.10626221,1612311768289
CAD02-stacked1-22,cath_signal,1.10717773,1612311768290
CAD02-stacked1-22,cath_signal,1.10839844,1612311768291
CAD02-stacked1-22,cath_signal,1.11206055,1612311768292
CAD02-stacked1-22,cath_signal,1.11328125,1612311768293
CAD02-stacked1-22,cath_signal,1.11450195,1612311768294
CAD02-stacked1-22,cath_signal,1.11358643,1612311768295
CAD02-stacked1-22,cath_signal,1.11816406,1612311768296
CAD02-stacked1-22,cath_signal,1.11938477,1612311768297
CAD02-stacked1-22,cath_signal,1.12060547,1612311768298
CAD02-stacked1-22,cath_signal,1.12426758,1612311768299
CAD02-stacked1-22,cath_signal,1.12609863,1612311768300
CAD02-stacked1-22,cath_signal,1.12792969,1612311768301
CAD02-stacked1-22,cath_signal,1.13067627,1612311768302
CAD02-stacked1-22,cath_signal,1.13250732,1612311768303
CAD02-stacked1-22,cath_signal,1.13464355,1612311768304
CAD02-stacked1-22,cath_signal,1.13616943,1612311768305
CAD02-stacked1-22,cath_signal,1.14044189,1612311768306
CAD02-stacked1-22,cath_signal,1.13952637,1612311768307
CAD02-stacked1-22,cath_signal,1.13891602,1612311768308
CAD02-stacked1-22,cath_signal,1.14379883,1612311768309
CAD02-stacked1-22,cath_signal,1.14318848,1612311768310
CAD02-stacked1-22,cath_signal,1.14471436,1612311768311
CAD02-stacked1-22,cath_signal,1.15081787,1612311768312
CAD02-stacked1-22,cath_signal,1.1541748,1612311768313
CAD02-stacked1-22,cath_signal,1.15753174,1612311768314
CAD02-stacked1-22,cath_signal,1.16088867,1612311768315
CAD02-stacked1-22,cath_signal,1.15783691,1612311768316
CAD02-stacked1-22,cath_signal,1.15875244,1612311768317
CAD02-stacked1-22,cath_signal,1.16210938,1612311768318
CAD02-stacked1-22,cath_signal,1.16577148,1612311768319
CAD02-stacked1-22,cath_signal,1.16699219,1612311768320
CAD02-stacked1-22,cath_signal,1.16760254,1612311768321
CAD02-stacked1-22,cath_signal,1.16973877,1612311768322
CAD02-stacked1-22,cath_signal,1.17279053,1612311768323
CAD02-stacked1-22,cath_signal,1.17431641,1612311768324
CAD02-stacked1-22,cath_signal,1.17675781,1612311768325
CAD02-stacked1-22,cath_signal,1.17858887,1612311768326
CAD02-stacked1-22,cath_signal,1.18103027,1612311768327
CAD02-stacked1-22,cath_signal,1.18377686,1612311768328
CAD02-stacked1-22,cath_signal,1.18591309,1612311768329
CAD02-stacked1-22,cath_signal,1.18713379,1612311768330
CAD02-stacked1-22,cath_signal,1.18988037,1612311768331
CAD02-stacked1-22,cath_signal,1.18804932,1612311768332
CAD02-stacked1-22,cath_signal,1.18896484,1612311768333
CAD02-stacked1-22,cath_signal,1.19354248,1612311768334
CAD02-stacked1-22,cath_signal,1.19354248,1612311768335
CAD02-stacked1-22,cath_signal,1.19476318,1612311768336
CAD02-stacked1-22,cath_signal,1.19812012,1612311768337
CAD02-stacked1-22,cath_signal,1.19598389,1612311768338
CAD02-stacked1-22,cath_signal,1.19659424,1612311768339
CAD02-stacked1-22,cath_signal,1.20025635,1612311768340
CAD02-stacked1-22,cath_signal,1.2020874,1612311768341
CAD02-stacked1-22,cath_signal,1.20391846,1612311768342
CAD02-stacked1-22,cath_signal,1.20605469,1612311768343
CAD02-stacked1-22,cath_signal,1.20635986,1612311768344
CAD02-stacked1-22,cath_signal,1.20697021,1612311768345
CAD02-stacked1-22,cath_signal,1.20880127,1612311768346
CAD02-stacked1-22,cath_signal,1.2109375,1612311768347
CAD02-stacked1-22,cath_signal,1.21032715,1612311768348
CAD02-stacked1-22,cath_signal,1.21032715,1612311768349
CAD02-stacked1-22,cath_signal,1.20880127,1612311768350
CAD02-stacked1-22,cath_signal,1.21002197,1612311768351
CAD02-stacked1-22,cath_signal,1.21032715,1612311768352
CAD02-stacked1-22,cath_signal,1.20880127,1612311768353
CAD02-stacked1-22,cath_signal,1.21124268,1612311768354
CAD02-stacked1-22,cath_signal,1.20788574,1612311768355
CAD02-stacked1-22,cath_signal,1.20849609,1612311768356
CAD02-stacked1-22,cath_signal,1.20849609,1612311768357
CAD02-stacked1-22,cath_signal,1.21124268,1612311768358
CAD02-stacked1-22,cath_signal,1.21276855,1612311768359
CAD02-stacked1-22,cath_signal,1.21429443,1612311768360
CAD02-stacked1-22,cath_signal,1.21520996,1612311768361
CAD02-stacked1-22,cath_signal,1.21551514,1612311768362
CAD02-stacked1-22,cath_signal,1.21765137,1612311768363
CAD02-stacked1-22,cath_signal,1.21765137,1612311768364
CAD02-stacked1-22,cath_signal,1.21582031,1612311768365
CAD02-stacked1-22,cath_signal,1.21734619,1612311768366
CAD02-stacked1-22,cath_signal,1.21795654,1612311768367
CAD02-stacked1-22,cath_signal,1.21948242,1612311768368
CAD02-stacked1-22,cath_signal,1.21856689,1612311768369
CAD02-stacked1-22,cath_signal,1.22131348,1612311768370
CAD02-stacked1-22,cath_signal,1.22131348,1612311768371
CAD02-stacked1-22,cath_signal,1.22192383,1612311768372
CAD02-stacked1-22,cath_signal,1.22070312,1612311768373
CAD02-stacked1-22,cath_signal,1.22070312,1612311768374
CAD02-stacked1-22,cath_signal,1.22009277,1612311768375
CAD02-stacked1-22,cath_signal,1.22131348,1612311768376
CAD02-stacked1-22,cath_signal,1.22009277,1612311768377
CAD02-stacked1-22,cath_signal,1.222229,1612311768378
CAD02-stacked1-22,cath_signal,1.2197876,1612311768379
CAD02-stacked1-22,cath_signal,1.21856689,1612311768380
CAD02-stacked1-22,cath_signal,1.21795654,1612311768381
CAD02-stacked1-22,cath_signal,1.21612549,1612311768382
CAD02-stacked1-22,cath_signal,1.21795654,1612311768383
CAD02-stacked1-22,cath_signal,1.21643066,1612311768384
CAD02-stacked1-22,cath_signal,1.21673584,1612311768385
CAD02-stacked1-22,cath_signal,1.21673584,1612311768386
CAD02-stacked1-22,cath_signal,1.21765137,1612311768387
CAD02-stacked1-22,cath_signal,1.21459961,1612311768388
CAD02-stacked1-22,cath_signal,1.21276855,1612311768389
CAD02-stacked1-22,cath_signal,1.2109375,1612311768390
CAD02-stacked1-22,cath_signal,1.21032715,1612311768391
CAD02-stacked1-22,cath_signal,1.20880127,1612311768392
CAD02-stacked1-22,cath_signal,1.20880127,1612311768393
CAD02-stacked1-22,cath_signal,1.20788574,1612311768394
CAD02-stacked1-22,cath_signal,1.20513916,1612311768395
CAD02-stacked1-22,cath_signal,1.20635986,1612311768396
CAD02-stacked1-22,cath_signal,1.20422363,1612311768397
CAD02-stacked1-22,cath_signal,1.20056152,1612311768398
CAD02-stacked1-22,cath_signal,1.20025635,1612311768399
CAD02-stacked1-22,cath_signal,1.19781494,1612311768400
CAD02-stacked1-22,cath_signal,1.19995117,1612311768401
CAD02-stacked1-22,cath_signal,1.19750977,1612311768402
CAD02-stacked1-22,cath_signal,1.19384766,1612311768403
CAD02-stacked1-22,cath_signal,1.19140625,1612311768404
CAD02-stacked1-22,cath_signal,1.18835449,1612311768405
CAD02-stacked1-22,cath_signal,1.18774414,1612311768406
CAD02-stacked1-22,cath_signal,1.18530273,1612311768407
CAD02-stacked1-22,cath_signal,1.18469238,1612311768408
CAD02-stacked1-22,cath_signal,1.18133545,1612311768409
CAD02-stacked1-22,cath_signal,1.18164062,1612311768410
CAD02-stacked1-22,cath_signal,1.17767334,1612311768411
CAD02-stacked1-22,cath_signal,1.17828369,1612311768412
CAD02-stacked1-22,cath_signal,1.17767334,1612311768413
CAD02-stacked1-22,cath_signal,1.17553711,1612311768414
CAD02-stacked1-22,cath_signal,1.17279053,1612311768415
CAD02-stacked1-22,cath_signal,1.16760254,1612311768416
CAD02-stacked1-22,cath_signal,1.16485596,1612311768417
CAD02-stacked1-22,cath_signal,1.16210938,1612311768418
CAD02-stacked1-22,cath_signal,1.15905762,1612311768419
CAD02-stacked1-22,cath_signal,1.15844727,1612311768420
CAD02-stacked1-22,cath_signal,1.15783691,1612311768421
CAD02-stacked1-22,cath_signal,1.1529541,1612311768422
CAD02-stacked1-22,cath_signal,1.15264893,1612311768423
CAD02-stacked1-22,cath_signal,1.14776611,1612311768424
CAD02-stacked1-22,cath_signal,1.14379883,1612311768425
CAD02-stacked1-22,cath_signal,1.144104,1612311768426
CAD02-stacked1-22,cath_signal,1.14196777,1612311768427
CAD02-stacked1-22,cath_signal,1.13800049,1612311768428
CAD02-stacked1-22,cath_signal,1.13739014,1612311768429
CAD02-stacked1-22,cath_signal,1.13311768,1612311768430
CAD02-stacked1-22,cath_signal,1.13006592,1612311768431
CAD02-stacked1-22,cath_signal,1.12640381,1612311768432
CAD02-stacked1-22,cath_signal,1.12365723,1612311768433
CAD02-stacked1-22,cath_signal,1.12426758,1612311768434
CAD02-stacked1-22,cath_signal,1.11999512,1612311768435
CAD02-stacked1-22,cath_signal,1.11663818,1612311768436
CAD02-stacked1-22,cath_signal,1.11602783,1612311768437
CAD02-stacked1-22,cath_signal,1.11236572,1612311768438
CAD02-stacked1-22,cath_signal,1.10961914,1612311768439
CAD02-stacked1-22,cath_signal,1.10626221,1612311768440
CAD02-stacked1-22,cath_signal,1.10229492,1612311768441
CAD02-stacked1-22,cath_signal,1.09802246,1612311768442
CAD02-stacked1-22,cath_signal,1.09863281,1612311768443
CAD02-stacked1-22,cath_signal,1.09436035,1612311768444
CAD02-stacked1-22,cath_signal,1.09039307,1612311768445
CAD02-stacked1-22,cath_signal,1.08795166,1612311768446
CAD02-stacked1-22,cath_signal,1.08337402,1612311768447
CAD02-stacked1-22,cath_signal,1.08123779,1612311768448
CAD02-stacked1-22,cath_signal,1.07666016,1612311768449
CAD02-stacked1-22,cath_signal,1.07391357,1612311768450
CAD02-stacked1-22,cath_signal,1.07208252,1612311768451
CAD02-stacked1-22,cath_signal,1.07147217,1612311768452
CAD02-stacked1-22,cath_signal,1.06628418,1612311768453
CAD02-stacked1-22,cath_signal,1.06384277,1612311768454
CAD02-stacked1-22,cath_signal,1.06109619,1612311768455
CAD02-stacked1-22,cath_signal,1.05621338,1612311768456
CAD02-stacked1-22,cath_signal,1.05255127,1612311768457
CAD02-stacked1-22,cath_signal,1.04980469,1612311768458
CAD02-stacked1-22,cath_signal,1.04705811,1612311768459
CAD02-stacked1-22,cath_signal,1.04248047,1612311768460
CAD02-stacked1-22,cath_signal,1.04034424,1612311768461
CAD02-stacked1-22,cath_signal,1.0357666,1612311768462
CAD02-stacked1-22,cath_signal,1.0345459,1612311768463
CAD02-stacked1-22,cath_signal,1.02935791,1612311768464
CAD02-stacked1-22,cath_signal,1.0256958,1612311768465
CAD02-stacked1-22,cath_signal,1.02050781,1612311768466
CAD02-stacked1-22,cath_signal,1.0168457,1612311768467
CAD02-stacked1-22,cath_signal,1.01135254,1612311768468
CAD02-stacked1-22,cath_signal,1.00860596,1612311768469
CAD02-stacked1-22,cath_signal,1.00280762,1612311768470
CAD02-stacked1-22,cath_signal,1.00036621,1612311768471
CAD02-stacked1-22,cath_signal,0.99273682,1612311768472
CAD02-stacked1-22,cath_signal,0.98846436,1612311768473
CAD02-stacked1-22,cath_signal,0.98266602,1612311768474
CAD02-stacked1-22,cath_signal,0.9777832,1612311768475
CAD02-stacked1-22,cath_signal,0.97229004,1612311768476
CAD02-stacked1-22,cath_signal,0.96832275,1612311768477
CAD02-stacked1-22,cath_signal,0.96313477,1612311768478
CAD02-stacked1-22,cath_signal,0.95977783,1612311768479
CAD02-stacked1-22,cath_signal,0.95336914,1612311768480
CAD02-stacked1-22,cath_signal,0.94848633,1612311768481
CAD02-stacked1-22,cath_signal,0.94360352,1612311768482
CAD02-stacked1-22,cath_signal,0.93566895,1612311768483
CAD02-stacked1-22,cath_signal,0.93322754,1612311768484
CAD02-stacked1-22,cath_signal,0.9286499,1612311768485
CAD02-stacked1-22,cath_signal,0.92224121,1612311768486
CAD02-stacked1-22,cath_signal,0.91644287,1612311768487
CAD02-stacked1-22,cath_signal,0.91064453,1612311768488
CAD02-stacked1-22,cath_signal,0.90484619,1612311768489
CAD02-stacked1-22,cath_signal,0.89874268,1612311768490
CAD02-stacked1-22,cath_signal,0.89172363,1612311768491
CAD02-stacked1-22,cath_signal,0.88592529,1612311768492
CAD02-stacked1-22,cath_signal,0.88287354,1612311768493
CAD02-stacked1-22,cath_signal,0.87799072,1612311768494
CAD02-stacked1-22,cath_signal,0.86791992,1612311768495
CAD02-stacked1-22,cath_signal,0.86273193,1612311768496
CAD02-stacked1-22,cath_signal,0.85723877,1612311768497
CAD02-stacked1-22,cath_signal,0.85174561,1612311768498
CAD02-stacked1-22,cath_signal,0.84320068,1612311768499
CAD02-stacked1-22,cath_signal,0.83770752,1612311768500
CAD02-stacked1-22,cath_signal,0.831604,1612311768501
CAD02-stacked1-22,cath_signal,0.82733154,1612311768502
CAD02-stacked1-22,cath_signal,0.82305908,1612311768503
CAD02-stacked1-22,cath_signal,0.81604004,1612311768504
CAD02-stacked1-22,cath_signal,0.81237793,1612311768505
CAD02-stacked1-22,cath_signal,0.80688477,1612311768506
CAD02-stacked1-22,cath_signal,0.80230713,1612311768507
CAD02-stacked1-22,cath_signal,0.79956055,1612311768508
CAD02-stacked1-22,cath_signal,0.79833984,1612311768509
CAD02-stacked1-22,cath_signal,0.79620361,1612311768510
CAD02-stacked1-22,cath_signal,0.79284668,1612311768511
CAD02-stacked1-22,cath_signal,0.79345703,1612311768512
CAD02-stacked1-22,cath_signal,0.79223633,1612311768513
CAD02-stacked1-22,cath_signal,0.79193115,1612311768514
CAD02-stacked1-22,cath_signal,0.79223633,1612311768515
